MeetingID,MeetingTypeID,SubjectID,Meeting_date,Link,LanguageID,TranslatorID,Price,StationaryID,RoomID
452,2,19,2024-02-21 14:45:00,https://teams.microsoft.com/l/meetup-join/f4gr8vwp6mijdk4s2r06,6,,49.99,,
476,2,20,2025-01-20 11:15:00,https://teams.microsoft.com/l/meetup-join/8jnv8225r2bujxrid98e,6,,49.99,,
611,1,4,2024-06-26 14:45:00,,6,,29.99,2,124
249,2,8,2024-05-10 11:15:00,https://teams.microsoft.com/l/meetup-join/4gf0zq5lfludu0ac3ryh,6,,49.99,,
210,2,6,2024-12-07 11:15:00,https://teams.microsoft.com/l/meetup-join/l81lp5e6kqrwjc9x6noh,6,,29.99,,
362,2,14,2024-03-29 10:00:00,https://teams.microsoft.com/l/meetup-join/zy5qwkbq3l4vgw801fxm,6,,59.99,,
270,2,9,2024-04-08 11:15:00,https://teams.microsoft.com/l/meetup-join/tkn9673ubfu5oqdf6ls1,6,,49.99,,
279,2,10,2024-10-30 13:00:00,https://teams.microsoft.com/l/meetup-join/6xqtvsuvcqrqew517lmv,6,,59.99,,
351,2,13,2024-04-09 13:00:00,https://teams.microsoft.com/l/meetup-join/pmaq4vtigdeepxwceakz,6,,59.99,,
631,1,2,2025-01-24 10:00:00,,6,,29.99,4,119
185,2,5,2023-12-23 13:00:00,https://teams.microsoft.com/l/meetup-join/cqnx54fpepm6y837c1wr,5,102,59.99,,
309,2,11,2024-10-02 10:00:00,https://teams.microsoft.com/l/meetup-join/ajoi7nq87e3zeodr7mko,6,,49.99,,
178,2,4,2024-02-20 13:00:00,https://teams.microsoft.com/l/meetup-join/dnhgs9ueu2vznykj0feh,6,,59.99,,
305,2,11,2024-10-06 14:45:00,https://teams.microsoft.com/l/meetup-join/z4lhfdxpae4ck0us1k7h,6,,59.99,,
316,2,12,2023-12-16 11:15:00,https://teams.microsoft.com/l/meetup-join/2zieor0ntcbh58hm2df6,6,,29.99,,
304,2,11,2023-10-26 13:00:00,https://teams.microsoft.com/l/meetup-join/0r1jcryhx4na93hayhzs,6,,29.99,,
150,2,3,2024-02-21 13:00:00,https://teams.microsoft.com/l/meetup-join/dxjnwsp54dcpbj7mfwmu,6,,59.99,,
303,2,11,2024-12-27 14:45:00,https://teams.microsoft.com/l/meetup-join/sffbmf2ovhakmtltkdl8,6,,29.99,,
317,2,12,2024-10-30 10:00:00,https://teams.microsoft.com/l/meetup-join/dlqm97hd2bcnmzzywe9s,6,,59.99,,
353,2,13,2024-02-28 10:00:00,https://teams.microsoft.com/l/meetup-join/39j6ga76itjhrlt0mj8g,6,,59.99,,
354,2,13,2024-03-20 14:45:00,https://teams.microsoft.com/l/meetup-join/krpxy0xvi19aj9kmcgv4,6,,29.99,,
345,2,13,2024-02-12 10:00:00,https://teams.microsoft.com/l/meetup-join/oksxp2cqhf23mdvm3w6m,6,,49.99,,
614,1,4,2024-06-27 11:15:00,,6,,59.99,2,112
124,2,1,2024-01-10 14:45:00,https://teams.microsoft.com/l/meetup-join/vas1svhf337zmlw6wbil,2,104,49.99,,
320,2,12,2023-10-31 11:15:00,https://teams.microsoft.com/l/meetup-join/xin7d6937ehnk44tmzm1,6,,29.99,,
218,2,6,2024-11-11 11:15:00,https://teams.microsoft.com/l/meetup-join/59wc9uy01lkjbqb3cu4s,6,,29.99,,
137,2,2,2024-10-10 14:45:00,https://teams.microsoft.com/l/meetup-join/ger2jocn21uwzj6chxnl,6,,59.99,,
355,2,14,2024-04-11 13:00:00,https://teams.microsoft.com/l/meetup-join/bkxgyl5z5l51nogujg5l,1,101,29.99,,
201,2,5,2023-10-04 13:00:00,https://teams.microsoft.com/l/meetup-join/d8mwi6ho0u7n3d6jds1r,6,,29.99,,
336,2,12,2023-10-08 11:15:00,https://teams.microsoft.com/l/meetup-join/2gfhuwnaeyy7x1tq73vj,6,,59.99,,
152,2,3,2024-05-07 11:15:00,https://teams.microsoft.com/l/meetup-join/lwbkckuv9ybumstpeu2k,2,108,29.99,,
446,2,18,2024-05-17 11:15:00,https://teams.microsoft.com/l/meetup-join/63g1d08cebqbcq7jvgug,6,,59.99,,
167,2,4,2024-06-18 13:00:00,https://teams.microsoft.com/l/meetup-join/qmasetmwfgqyd35kplqa,6,,29.99,,
173,2,4,2024-02-11 10:00:00,https://teams.microsoft.com/l/meetup-join/593qyx3x8h2e8i6hx05l,6,,59.99,,
333,2,12,2024-11-09 11:15:00,https://teams.microsoft.com/l/meetup-join/cicatri5ndt70m1zbk8q,6,,29.99,,
188,2,5,2024-11-13 14:45:00,https://teams.microsoft.com/l/meetup-join/5wk7nzno5r1cyqd3o4ol,6,,29.99,,
442,2,18,2024-04-12 10:00:00,https://teams.microsoft.com/l/meetup-join/8zl4976e9o3kk26xn222,5,108,29.99,,
209,2,6,2023-12-16 14:45:00,https://teams.microsoft.com/l/meetup-join/ok589vskllcdol7mk3ib,6,,59.99,,
328,2,12,2023-12-19 14:45:00,https://teams.microsoft.com/l/meetup-join/mcwz45bn2ws1ll01i682,6,,49.99,,
204,2,5,2024-12-21 13:00:00,https://teams.microsoft.com/l/meetup-join/6d46y11926xyvvr1uz5w,6,,49.99,,
208,2,6,2024-12-16 13:00:00,https://teams.microsoft.com/l/meetup-join/hszijgfkpz9w1j522tnc,6,,29.99,,
216,2,6,2024-10-08 14:45:00,https://teams.microsoft.com/l/meetup-join/avfl77crzjy0mf8c3f5r,6,,59.99,,
324,2,12,2023-12-07 13:00:00,https://teams.microsoft.com/l/meetup-join/kaf0rwwfqb5cesfiztjd,5,103,59.99,,
149,2,3,2024-03-23 10:00:00,https://teams.microsoft.com/l/meetup-join/sf8rkx1xa5bbobpd02d2,6,,59.99,,
321,2,12,2024-10-08 10:00:00,https://teams.microsoft.com/l/meetup-join/51feakxcf8e2hz3pv82t,6,,59.99,,
663,1,12,2024-01-25 11:15:00,,6,,59.99,10,107
230,2,7,2024-10-03 11:15:00,https://teams.microsoft.com/l/meetup-join/dbk62axtrvvtg4q5um0g,4,107,59.99,,
654,1,10,2025-01-25 14:45:00,,6,,49.99,8,106
262,2,9,2024-05-12 14:45:00,https://teams.microsoft.com/l/meetup-join/ho51jcf72zpp7nb6jo0t,1,101,29.99,,
378,2,15,2023-10-16 11:15:00,https://teams.microsoft.com/l/meetup-join/jvp9fax9abomlc8ftx1m,6,,29.99,,
106,2,1,2023-10-10 14:45:00,https://teams.microsoft.com/l/meetup-join/l81uzc5xq0wym9dowp45,6,,49.99,,
252,2,8,2024-06-09 11:15:00,https://teams.microsoft.com/l/meetup-join/saxiv18utb9xyo03kh68,6,,29.99,,
381,2,15,2024-12-28 11:15:00,https://teams.microsoft.com/l/meetup-join/8p8innyhcv84fexvu11t,6,,59.99,,
608,1,5,2024-01-25 10:00:00,,1,101,49.99,1,124
212,2,6,2024-12-08 13:00:00,https://teams.microsoft.com/l/meetup-join/3z2rwrk3gt3ffxo1tta8,6,,29.99,,
245,2,8,2024-02-27 14:45:00,https://teams.microsoft.com/l/meetup-join/vktes5xwtfbkinz20wxy,6,,29.99,,
290,2,10,2023-12-02 14:45:00,https://teams.microsoft.com/l/meetup-join/9fqijfqi4c9anpqn9412,6,,59.99,,
406,2,16,2024-01-03 14:45:00,https://teams.microsoft.com/l/meetup-join/8vtyvjkzo1dr0ujaa82l,1,108,59.99,,
284,2,10,2023-11-16 10:00:00,https://teams.microsoft.com/l/meetup-join/sobwbwq1iknaaehqth13,6,,49.99,,
280,2,10,2023-11-23 11:15:00,https://teams.microsoft.com/l/meetup-join/2bg1o5jwxkzgz7ricr6w,3,100,29.99,,
405,2,16,2024-12-09 10:00:00,https://teams.microsoft.com/l/meetup-join/zqlpj4dm7a7w5t7iyjcf,2,108,29.99,,
622,1,5,2025-01-27 13:00:00,,6,,59.99,3,117
301,2,11,2024-10-12 13:00:00,https://teams.microsoft.com/l/meetup-join/5c0iv7ryc4y6mezqob0n,2,104,29.99,,
396,2,16,2023-12-28 11:15:00,https://teams.microsoft.com/l/meetup-join/rff7ps9d3wgxz057dw4h,6,,29.99,,
411,2,16,2024-12-01 10:00:00,https://teams.microsoft.com/l/meetup-join/vo9l7ayrtau3dw0eim9p,6,,29.99,,
648,1,10,2025-01-25 13:00:00,,6,,29.99,8,115
142,2,2,2023-12-28 10:00:00,https://teams.microsoft.com/l/meetup-join/w5o8dxa2a7bcw4c94dof,6,,29.99,,
640,1,10,2024-01-26 10:00:00,,6,,29.99,6,115
346,2,13,2024-03-21 10:00:00,https://teams.microsoft.com/l/meetup-join/i4x4gb3dxxi5rk0dg0f3,6,,49.99,,
327,2,12,2024-11-22 13:00:00,https://teams.microsoft.com/l/meetup-join/r46859604g58lnkv74sq,6,,29.99,,
370,2,14,2024-04-20 11:15:00,https://teams.microsoft.com/l/meetup-join/kyuebr906b11rhi7vhb0,6,,49.99,,
415,2,16,2024-12-12 11:15:00,https://teams.microsoft.com/l/meetup-join/vyfg02wtx5blby4170o3,6,,49.99,,
422,2,17,2023-12-20 10:00:00,https://teams.microsoft.com/l/meetup-join/u5uaap2mfglb7bteclqu,6,,59.99,,
744,1,22,2025-01-28 13:00:00,,6,,49.99,24,122
501,2,21,2023-12-19 11:15:00,https://teams.microsoft.com/l/meetup-join/tawzfnyewot7fjynczlc,6,,29.99,,
195,2,5,2024-01-08 14:45:00,https://teams.microsoft.com/l/meetup-join/8eu42k05uo4pp3yh42wu,1,101,29.99,,
205,2,6,2023-12-18 10:00:00,https://teams.microsoft.com/l/meetup-join/ejbwh4vq12182te48x2t,6,,49.99,,
532,2,22,2024-10-14 10:00:00,https://teams.microsoft.com/l/meetup-join/63981c4oqppjjg1m8wcu,6,,59.99,,
730,1,25,2024-01-28 13:00:00,,6,,59.99,21,117
147,2,2,2024-11-27 14:45:00,https://teams.microsoft.com/l/meetup-join/t59zn5i5xrfxt3vhdozp,6,,59.99,,
413,2,16,2024-12-21 13:00:00,https://teams.microsoft.com/l/meetup-join/i3z7jp7v54kn2d5adw8m,6,,59.99,,
722,1,22,2024-01-27 11:15:00,,6,,49.99,20,105
200,2,5,2024-10-20 11:15:00,https://teams.microsoft.com/l/meetup-join/mm2fcguj2zqwmx7ux55b,6,,29.99,,
717,1,22,2024-01-22 11:15:00,,6,,29.99,20,106
135,2,2,2024-12-05 11:15:00,https://teams.microsoft.com/l/meetup-join/mmjzj5j3rvuobk4bip6g,6,,49.99,,
509,2,21,2024-01-03 13:00:00,https://teams.microsoft.com/l/meetup-join/gnfc6uh6l50k95qw0zqs,2,104,49.99,,
120,2,1,2023-10-07 13:00:00,https://teams.microsoft.com/l/meetup-join/f1kmshuxyz2onzmqeq5t,2,109,59.99,,
232,2,7,2024-11-03 10:00:00,https://teams.microsoft.com/l/meetup-join/efpru3nbtvvcdjoyrwu2,6,,59.99,,
325,2,12,2024-12-21 13:00:00,https://teams.microsoft.com/l/meetup-join/6ofudpshyqba5fhl4v64,6,,49.99,,
161,2,3,2024-03-31 13:00:00,https://teams.microsoft.com/l/meetup-join/04jl10qcsx4kqackqyld,3,109,59.99,,
263,2,9,2024-04-09 11:15:00,https://teams.microsoft.com/l/meetup-join/8tr44haf893dtbshztn6,2,107,49.99,,
340,2,12,2023-10-01 10:00:00,https://teams.microsoft.com/l/meetup-join/mu8oviv6zwlsgl00xe8s,6,,29.99,,
194,2,5,2024-12-05 13:00:00,https://teams.microsoft.com/l/meetup-join/bjkqy6cnp3rqt01yblye,1,101,29.99,,
720,1,21,2024-01-24 10:00:00,,1,100,29.99,20,123
180,2,4,2024-06-09 10:00:00,https://teams.microsoft.com/l/meetup-join/8jjo1c2l1bsszyudhey5,6,,49.99,,
458,2,19,2024-03-20 13:00:00,https://teams.microsoft.com/l/meetup-join/w32yx87yuf7pxfhh5knb,2,104,49.99,,
682,1,15,2025-01-21 14:45:00,,6,,59.99,13,116
115,2,1,2024-11-15 13:00:00,https://teams.microsoft.com/l/meetup-join/nxz6niam5b8yf9jovagv,6,,59.99,,
318,2,12,2023-10-16 13:00:00,https://teams.microsoft.com/l/meetup-join/9houi2vpr96rbqoa2om5,3,103,29.99,,
107,2,1,2024-10-09 14:45:00,https://teams.microsoft.com/l/meetup-join/k5k7yg47dg8kyxaxlvuc,6,,59.99,,
240,2,7,2024-10-19 13:00:00,https://teams.microsoft.com/l/meetup-join/p3p6v6x9myc995qk3zt2,6,,29.99,,
322,2,12,2023-11-08 11:15:00,https://teams.microsoft.com/l/meetup-join/pkocsmg9q46b79j1ihxf,6,,59.99,,
429,2,17,2024-12-07 13:00:00,https://teams.microsoft.com/l/meetup-join/6kbns0o1wrjdo2f2he9o,6,,49.99,,
214,2,6,2024-10-06 11:15:00,https://teams.microsoft.com/l/meetup-join/qx0bmlz945ff23bcqa84,6,,49.99,,
425,2,17,2024-10-20 14:45:00,https://teams.microsoft.com/l/meetup-join/uovlbvvltyi7vn789hp2,5,105,59.99,,
428,2,17,2024-01-07 10:00:00,https://teams.microsoft.com/l/meetup-join/k7c1u6gb92liwlkzh6dv,3,100,49.99,,
163,2,4,2024-05-13 11:15:00,https://teams.microsoft.com/l/meetup-join/f80g84tbjvmz5epz2638,6,,49.99,,
307,2,11,2024-12-19 14:45:00,https://teams.microsoft.com/l/meetup-join/994zvhsu6ip3ya8d35f2,6,,59.99,,
134,2,2,2023-10-30 13:00:00,https://teams.microsoft.com/l/meetup-join/u5a5nz3i2i427kbmvclg,6,,29.99,,
174,2,4,2024-06-15 14:45:00,https://teams.microsoft.com/l/meetup-join/zm9ci3gh6wv6bw9cnrvm,6,,29.99,,
127,2,1,2024-11-22 13:00:00,https://teams.microsoft.com/l/meetup-join/f4eil7cdf5yx1n02npy1,6,,29.99,,
398,2,16,2023-10-09 13:00:00,https://teams.microsoft.com/l/meetup-join/je65gc2adnu1go0m9efq,6,,29.99,,
735,1,25,2025-01-21 11:15:00,,6,,49.99,23,109
383,2,15,2024-10-28 11:15:00,https://teams.microsoft.com/l/meetup-join/2rt5lonrphzwx8l8jein,6,,49.99,,
164,2,4,2024-04-11 11:15:00,https://teams.microsoft.com/l/meetup-join/fu4y2qh9pvk1avtp4tpt,6,,49.99,,
157,2,3,2024-06-10 11:15:00,https://teams.microsoft.com/l/meetup-join/aetyn7pmpe03sfk1u3fb,6,,29.99,,
296,2,11,2023-12-11 11:15:00,https://teams.microsoft.com/l/meetup-join/dakex56xo5pmnlipmd3w,6,,49.99,,
361,2,14,2024-03-08 10:00:00,https://teams.microsoft.com/l/meetup-join/yhqtuwrbmgqw0kqsg56z,3,103,49.99,,
371,2,14,2024-02-26 13:00:00,https://teams.microsoft.com/l/meetup-join/tj2yi3fvpvqfefrw4w23,2,104,49.99,,
436,2,18,2024-05-08 13:00:00,https://teams.microsoft.com/l/meetup-join/wew0v0khlcdrxzxpzaw3,6,,59.99,,
258,2,8,2024-05-14 10:00:00,https://teams.microsoft.com/l/meetup-join/lw8f9aqsiztedkyarbib,2,109,29.99,,
604,1,2,2024-01-25 11:15:00,,6,,49.99,0,123
254,2,8,2024-04-04 10:00:00,https://teams.microsoft.com/l/meetup-join/z6u7ritepqrk3cta5tmh,6,,29.99,,
334,2,12,2024-01-01 14:45:00,https://teams.microsoft.com/l/meetup-join/irdf047fvit4bzpp9m5l,6,,59.99,,
426,2,17,2024-01-08 11:15:00,https://teams.microsoft.com/l/meetup-join/srcb6ojmld1ej98v0k9x,6,,49.99,,
474,2,20,2024-10-28 10:00:00,https://teams.microsoft.com/l/meetup-join/6vvwd939tgx2xo31rkxg,1,101,29.99,,
116,2,1,2023-12-02 14:45:00,https://teams.microsoft.com/l/meetup-join/i9pbhgx6b54qiizrwpmb,6,,29.99,,
243,2,7,2024-01-16 13:00:00,https://teams.microsoft.com/l/meetup-join/2inzef8uagvw9pa0b3d6,6,,49.99,,
306,2,11,2023-12-31 14:45:00,https://teams.microsoft.com/l/meetup-join/oliuhzksv5jj4vqqetob,4,102,49.99,,
268,2,9,2024-06-15 11:15:00,https://teams.microsoft.com/l/meetup-join/0ur3tu2sh5az7h6l0tzo,6,,59.99,,
449,2,18,2024-04-17 14:45:00,https://teams.microsoft.com/l/meetup-join/6m8ogfl04neglz2gus2i,6,,29.99,,
459,2,19,2024-04-28 11:15:00,https://teams.microsoft.com/l/meetup-join/2whuclr5o9s1ggpbmlun,6,,49.99,,
624,1,5,2025-01-27 14:45:00,,6,,49.99,3,132
250,2,8,2024-04-25 11:15:00,https://teams.microsoft.com/l/meetup-join/kldcw4x35c9jhkfgdry9,2,104,29.99,,
341,2,12,2024-12-30 13:00:00,https://teams.microsoft.com/l/meetup-join/zjzczeqc0e42ipht08d2,6,,59.99,,
456,2,19,2024-05-19 13:00:00,https://teams.microsoft.com/l/meetup-join/rmqthl9r6l209kn6pk2r,6,,29.99,,
239,2,7,2024-01-05 10:00:00,https://teams.microsoft.com/l/meetup-join/nfj3kjyfgab53l9ibsy0,6,,49.99,,
288,2,10,2024-01-09 14:45:00,https://teams.microsoft.com/l/meetup-join/xwmhrmho7c49q861o29z,6,,29.99,,
655,1,10,2025-01-25 11:15:00,,2,106,29.99,8,111
607,1,5,2024-01-23 11:15:00,,6,,49.99,1,106
182,2,5,2024-10-06 14:45:00,https://teams.microsoft.com/l/meetup-join/ifwpp8kosb9dhbx1114r,6,,29.99,,
241,2,7,2023-11-16 13:00:00,https://teams.microsoft.com/l/meetup-join/zn1jpl23k13g1huu8mqk,6,,49.99,,
689,1,16,2024-01-22 11:15:00,,1,102,59.99,15,109
222,2,6,2024-12-19 11:15:00,https://teams.microsoft.com/l/meetup-join/79m3m9c1lemisskb9kg6,1,105,29.99,,
206,2,6,2024-11-12 13:00:00,https://teams.microsoft.com/l/meetup-join/h5n5ssfawpo14ulvjuil,6,,59.99,,
291,2,10,2024-11-20 10:00:00,https://teams.microsoft.com/l/meetup-join/isp5oxzty2xo254r7weg,6,,49.99,,
329,2,12,2024-11-03 14:45:00,https://teams.microsoft.com/l/meetup-join/7o1dceg0kbtke9161j6d,6,,29.99,,
278,2,10,2023-12-26 13:00:00,https://teams.microsoft.com/l/meetup-join/snj2wpchh14uwdm86iml,6,,59.99,,
293,2,10,2024-11-11 10:00:00,https://teams.microsoft.com/l/meetup-join/wj0y71bfbsdzd8iflrgd,5,108,59.99,,
337,2,12,2025-01-13 10:00:00,https://teams.microsoft.com/l/meetup-join/77qb8oq67v36h210cg8l,6,,29.99,,
121,2,1,2024-10-09 13:00:00,https://teams.microsoft.com/l/meetup-join/5o4a3qbdbg2um65tw8gw,6,,49.99,,
221,2,6,2023-11-27 11:15:00,https://teams.microsoft.com/l/meetup-join/2h2oql1eoc2j95k3ryiu,2,109,29.99,,
184,2,5,2024-11-19 14:45:00,https://teams.microsoft.com/l/meetup-join/wphql1xrs9irjowsjjuf,6,,59.99,,
162,2,3,2024-03-22 10:00:00,https://teams.microsoft.com/l/meetup-join/p0sh4ie5zryy3xmymnkl,6,,59.99,,
294,2,11,2023-11-08 14:45:00,https://teams.microsoft.com/l/meetup-join/i3l8q6b0mrj036i1tufv,6,,49.99,,
437,2,18,2024-06-12 14:45:00,https://teams.microsoft.com/l/meetup-join/tey7a4qg9hdxg4xsnmxx,6,,29.99,,
169,2,4,2024-03-30 14:45:00,https://teams.microsoft.com/l/meetup-join/ij7jh1axg6fnwbv3gdlr,6,,49.99,,
223,2,6,2023-11-16 10:00:00,https://teams.microsoft.com/l/meetup-join/6xq1d1mjlze6bbn0v0ox,6,,29.99,,
108,2,1,2023-12-02 10:00:00,https://teams.microsoft.com/l/meetup-join/toyfa8nogpw2e8oj50kg,6,,49.99,,
219,2,6,2023-11-05 13:00:00,https://teams.microsoft.com/l/meetup-join/pb4hppql39dqvnvsqztn,6,,49.99,,
274,2,9,2024-04-18 11:15:00,https://teams.microsoft.com/l/meetup-join/8j0o9o5fs0aoc8oz04fw,6,,29.99,,
154,2,3,2024-04-08 11:15:00,https://teams.microsoft.com/l/meetup-join/x0uhnjyenghkt7x6w7ya,4,105,49.99,,
703,1,18,2024-06-23 11:15:00,,6,,59.99,17,112
143,2,2,2025-01-04 11:15:00,https://teams.microsoft.com/l/meetup-join/hlojywot4ge71aegdpdo,6,,49.99,,
145,2,2,2024-10-01 11:15:00,https://teams.microsoft.com/l/meetup-join/vdwjtc5nw6lzo18kw0ot,6,,49.99,,
181,2,5,2023-10-16 11:15:00,https://teams.microsoft.com/l/meetup-join/qmfr9wnj9talzvqb66lp,6,,29.99,,
247,2,8,2024-06-11 11:15:00,https://teams.microsoft.com/l/meetup-join/jnhrx8csxje40rb8nrl3,6,,49.99,,
331,2,12,2024-12-11 10:00:00,https://teams.microsoft.com/l/meetup-join/cs5h2ep9edhrul0z5l7y,4,105,49.99,,
148,2,3,2024-04-10 10:00:00,https://teams.microsoft.com/l/meetup-join/hobfdgrtt31z1recoh7r,6,,59.99,,
199,2,5,2023-10-03 10:00:00,https://teams.microsoft.com/l/meetup-join/glu26xh3u25zc4z09g7a,6,,49.99,,
289,2,10,2024-11-12 13:00:00,https://teams.microsoft.com/l/meetup-join/1b34qenwaxlj0ce621by,5,103,29.99,,
187,2,5,2024-01-07 14:45:00,https://teams.microsoft.com/l/meetup-join/v185a3uuy7spwla4w6ro,6,,49.99,,
228,2,7,2024-10-30 11:15:00,https://teams.microsoft.com/l/meetup-join/be166owksy6d793snhl9,6,,59.99,,
259,2,8,2024-05-29 14:45:00,https://teams.microsoft.com/l/meetup-join/sck5ro3sr8xy3yhi0xhh,2,106,49.99,,
347,2,13,2024-04-21 13:00:00,https://teams.microsoft.com/l/meetup-join/u5cm7fnajytyvkludfsg,6,,49.99,,
140,2,2,2023-12-06 13:00:00,https://teams.microsoft.com/l/meetup-join/u6cmddb95af2qozkazk3,6,,49.99,,
235,2,7,2023-10-15 11:15:00,https://teams.microsoft.com/l/meetup-join/w0jwdcwzswpp5mjuk1ph,6,,49.99,,
343,2,13,2024-05-17 14:45:00,https://teams.microsoft.com/l/meetup-join/z4fga62e1slv033ogay1,1,101,29.99,,
660,1,7,2025-01-26 13:00:00,,6,,49.99,9,114
236,2,7,2024-10-02 10:00:00,https://teams.microsoft.com/l/meetup-join/js7yfv1oqm8plyyl3ztq,3,109,29.99,,
168,2,4,2024-05-20 10:00:00,https://teams.microsoft.com/l/meetup-join/u60lhalckyx5q0xkchiv,6,,29.99,,
634,1,7,2024-01-22 10:00:00,,6,,49.99,5,105
610,1,5,2024-01-27 11:15:00,,6,,59.99,1,130
466,2,20,2024-10-31 10:00:00,https://teams.microsoft.com/l/meetup-join/no8ki1l5he7m2yx36yse,4,102,59.99,,
448,2,18,2024-04-05 13:00:00,https://teams.microsoft.com/l/meetup-join/3nitzy0dsdh2nbh3by34,6,,49.99,,
635,1,6,2024-01-22 13:00:00,,6,,49.99,5,118
455,2,19,2024-03-16 11:15:00,https://teams.microsoft.com/l/meetup-join/j1xddzg9hj6tzuimonw6,2,106,49.99,,
102,2,1,2023-12-20 14:45:00,https://teams.microsoft.com/l/meetup-join/mvh98zrgslipjv08ahkr,6,,59.99,,
443,2,18,2024-02-23 14:45:00,https://teams.microsoft.com/l/meetup-join/0a6nptmsag47y2291u9s,6,,59.99,,
602,1,2,2024-01-25 14:45:00,,6,,29.99,0,125
440,2,18,2024-05-06 14:45:00,https://teams.microsoft.com/l/meetup-join/cxywjgicjwmpdsml12l7,4,102,59.99,,
417,2,17,2024-10-01 11:15:00,https://teams.microsoft.com/l/meetup-join/i1hnf8q0zkwj0wpwfalm,6,,59.99,,
727,1,25,2024-01-23 13:00:00,,6,,59.99,21,129
198,2,5,2024-12-31 10:00:00,https://teams.microsoft.com/l/meetup-join/2pywrv2cuulslfq3u2wk,6,,29.99,,
196,2,5,2025-01-08 11:15:00,https://teams.microsoft.com/l/meetup-join/1i0c91o933nt4ue5pk61,6,,29.99,,
423,2,17,2024-12-17 11:15:00,https://teams.microsoft.com/l/meetup-join/buwp368vtlzy1zijundc,6,,59.99,,
712,1,17,2025-01-27 13:00:00,,6,,59.99,19,128
