212,1499,2024-10-04,1395
213,599,2024-10-04,1398
214,480,2023-09-27,1398
215,340,2024-06-07,1398
216,340,2024-01-17,1398
217,440,2025-01-07,1398
218,520,2023-09-23,1401
219,420,2024-06-11,1401
220,430,2024-01-06,1401
221,350,2025-01-12,1401
222,99,2024-12-12,1408
223,480,2024-09-25,1408
224,149,2024-12-19,1414
225,599,2024-10-01,1414
226,530,2023-09-28,1415
227,380,2024-06-11,1415
228,410,2024-01-12,1415
229,,2025-01-14,1415
230,999,2024-11-06,1416
231,599,2024-10-05,1419
232,490,2024-09-25,1419
233,390,2024-06-10,1419
234,320,2024-01-16,1419
235,340,2025-01-06,1419
236,480,2023-09-23,1419
237,390,2024-06-18,1419
238,320,2024-01-06,1419
239,340,2025-01-10,1419
240,520,2023-09-27,1420
241,420,2024-06-14,1420
242,430,2024-01-08,1420
243,350,2025-01-12,1420
244,,2025-01-14,1421
245,520,2023-09-28,1422
246,420,2024-06-08,1422
247,430,2024-01-17,1422
248,350,2025-01-17,1422
249,510,2024-09-28,1428
250,99,2025-01-13,1429
251,149,2024-12-31,1429
252,510,2024-09-30,1429
253,1499,2024-10-04,1431
254,999,2024-11-13,1441
255,530,2023-09-22,1441
256,340,2024-01-18,1441
257,440,2025-01-06,1441
258,380,2024-06-10,1441
259,410,2024-01-14,1441
260,360,2025-01-09,1441
261,149,2024-12-26,1443
262,999,2024-11-12,1449
263,480,2024-09-28,1455
264,510,2024-09-26,1462
265,599,2024-09-29,1464
266,520,2024-09-30,1464
267,599,2024-10-02,1466
268,99,2024-12-18,1467
269,599,2024-10-05,1471
270,599,2024-10-02,1477
271,1499,2024-10-09,1478
272,,2025-01-14,1479
273,,2025-01-14,1481
274,520,2023-09-23,1488
275,420,2024-06-06,1488
276,430,2024-01-06,1488
277,350,2025-01-15,1488
278,999,2024-11-14,1492
279,530,2024-09-23,1492
280,1499,2024-10-04,1493
281,1499,2024-10-01,1500
282,480,2023-09-27,1501
283,340,2024-06-08,1501
284,340,2024-01-11,1501
285,440,2025-01-06,1501
286,480,2023-09-21,1505
287,410,2024-01-06,1505
288,,2025-01-14,1505
289,390,2024-06-14,1505
290,320,2024-01-07,1505
291,,2025-01-14,1505
292,29.99,2025-01-09,1509
293,480,2023-09-25,1515
294,390,2024-06-12,1515
295,320,2024-01-12,1515
296,340,2025-01-12,1515
297,510,2023-09-24,1516
298,320,2024-06-16,1516
299,300,2024-01-07,1516
300,430,2025-01-08,1516
301,99,2025-01-10,1518
302,480,2024-09-28,1520
303,300,2024-01-06,1520
304,430,2025-01-11,1520
305,480,2024-09-22,1524
306,530,2023-09-27,1525
307,380,2024-06-15,1525
308,410,2024-01-09,1525
309,360,2025-01-16,1525
310,4999,2024-10-08,1533
311,99,2025-01-08,1540
312,520,2023-09-27,1541
313,390,2024-06-09,1541
314,320,2024-01-06,1541
315,340,2025-01-08,1541
316,520,2024-09-22,1541
317,390,2024-06-15,1541
318,320,2024-01-13,1541
319,340,2025-01-13,1541
320,29.99,2024-12-22,1542
321,520,2023-09-22,1542
322,420,2024-06-14,1542
323,430,2024-01-08,1542
324,350,2025-01-10,1542
325,,2025-01-14,1543
326,,2025-01-14,1544
327,480,2024-09-22,1547
328,,2025-01-14,1553
329,29.99,2024-12-20,1560
330,1499,2024-10-08,1565
331,4999,2024-10-06,1568
332,,2025-01-14,1569
333,480,2024-09-28,1576
334,99,2025-01-07,1579
335,480,2024-09-23,1580
336,480,2024-09-28,1581
337,520,2024-09-30,1583
338,,2025-01-14,1590
339,,2025-01-14,1600
340,,2025-01-14,1601
341,,2025-01-14,1603
342,,2025-01-14,1607
343,480,2023-09-27,1608
344,390,2024-06-15,1608
345,320,2024-01-13,1608
346,340,2025-01-13,1608
347,480,2023-09-21,1609
348,340,2024-06-12,1609
349,340,2024-01-11,1609
350,440,2025-01-07,1609
351,,2025-01-14,1618
352,999,2024-11-07,1619
353,530,2023-09-25,1621
354,380,2024-06-15,1621
355,410,2024-01-06,1621
356,360,2025-01-11,1621
357,480,2024-09-30,1624
358,530,2024-09-26,1627
359,,2025-01-14,1632
360,99,2024-12-27,1632
361,520,2024-09-23,1634
362,,2025-01-14,1641
363,,2025-01-14,1642
364,,2025-01-14,1647
365,1499,2024-10-06,1654
366,480,2024-09-26,1657
367,530,2024-09-26,1658
368,,2025-01-14,1660
369,480,2024-09-25,1660
370,99,2024-12-12,1670
371,599,2024-10-01,1677
372,480,2023-09-26,1680
373,340,2024-06-07,1680
374,340,2024-01-08,1680
375,440,2025-01-12,1680
376,480,2024-09-24,1688
377,480,2024-09-24,1690
378,599,2024-10-05,1692
379,480,2024-09-28,1694
380,510,2024-09-21,1696
381,520,2024-09-25,1696
382,480,2024-09-23,1698
383,,2025-01-14,1702
384,,2025-01-14,1704
385,,2025-01-14,1705
386,520,2024-09-28,1706
387,530,2023-09-30,1708
388,380,2024-06-13,1708
389,410,2024-01-07,1708
390,360,2025-01-17,1708
391,,2025-01-14,1709
392,1499,2024-10-03,1712
393,,2025-01-14,1713
394,599,2024-10-08,1716
395,510,2024-09-26,1725
396,149,2025-01-03,1727
397,99,2025-01-07,1730
398,1499,2024-10-03,1734
399,530,2024-09-22,1738
400,480,2023-09-28,1740
401,340,2024-06-16,1740
402,340,2024-01-09,1740
403,,2025-01-14,1740
404,530,2024-09-25,1742
405,480,2024-09-28,1743
406,480,2023-09-24,1747
407,340,2024-06-12,1747
408,340,2024-01-08,1747
409,440,2025-01-10,1747
410,,2025-01-14,1748
411,,2025-01-14,1754
412,1499,2024-10-06,1755
413,480,2024-09-22,1761
414,480,2024-09-30,1764
415,480,2024-09-25,1765
416,,2025-01-14,1769
417,480,2023-09-24,1769
418,390,2024-06-08,1769
419,320,2024-01-15,1769
420,340,2025-01-18,1769
421,99,2025-01-06,1777
422,99,2025-01-03,1778
423,599,2024-10-04,1778
424,999,2024-11-13,1778
425,530,2023-09-30,1779
426,380,2024-06-14,1779
427,410,2024-01-16,1779
428,360,2025-01-17,1779
429,999,2024-11-13,1786
430,480,2023-09-21,1792
431,340,2024-06-06,1792
432,340,2024-01-17,1792
433,440,2025-01-18,1792
434,1499,2024-10-07,1793
435,510,2024-09-27,1794
436,4999,2024-10-04,1795
437,520,2024-09-24,1795
438,149,2024-12-12,1797
439,530,2024-09-29,1805
440,29.99,2025-01-12,1806
441,,2025-01-14,1808
442,510,2023-09-29,1811
443,320,2024-06-17,1811
444,300,2024-01-18,1811
445,,2025-01-14,1811
446,1499,2024-10-05,1813
447,510,2024-09-27,1814
448,1499,2024-10-02,1819
449,480,2024-09-23,1821
450,,2025-01-14,1822
451,530,2024-09-21,1823
452,530,2024-09-23,1828
453,999,2024-11-07,1834
454,480,2023-09-28,1836
455,340,2024-06-09,1836
456,340,2024-01-09,1836
457,440,2025-01-10,1836
458,,2025-01-14,1839
459,510,2023-09-26,1842
460,320,2024-06-14,1842
461,300,2024-01-06,1842
462,430,2025-01-08,1842
463,530,2023-09-30,1846
464,380,2024-06-12,1846
465,410,2024-01-09,1846
466,360,2025-01-07,1846
467,,2025-01-14,1849
468,520,2023-09-26,1850
469,420,2024-06-17,1850
470,430,2024-01-09,1850
471,350,2025-01-17,1850
472,,2025-01-14,1852
473,530,2023-09-24,1852
474,380,2024-06-15,1852
475,410,2024-01-09,1852
476,360,2025-01-16,1852
477,480,2024-09-21,1854
478,,2025-01-14,1867
479,520,2023-09-30,1885
480,420,2024-06-14,1885
481,430,2024-01-11,1885
482,350,2025-01-18,1885
483,480,2024-09-26,1888
484,999,2024-11-11,1889
485,,2025-01-14,1892
486,1499,2024-10-10,1897
487,1499,2024-10-09,1904
488,1499,2024-10-06,1905
489,1499,2024-10-01,1912
490,1499,2024-10-02,1913
491,530,2023-09-23,1919
492,340,2024-01-11,1919
493,440,2025-01-06,1919
494,380,2024-06-13,1919
495,410,2024-01-13,1919
496,,2025-01-14,1919
497,530,2023-09-28,1920
498,380,2024-06-15,1920
499,410,2024-01-08,1920
500,360,2025-01-12,1920
501,599,2024-10-08,1924
502,29.99,2024-12-28,1926
503,520,2024-09-30,1926
504,480,2024-09-26,1934
505,4999,2024-10-07,1938
506,530,2024-09-26,1945
507,480,2024-09-22,1947
508,99,2025-01-13,1948
509,480,2024-09-28,1949
510,,2025-01-14,1951
511,29.99,2025-01-11,1958
512,480,2023-09-30,1965
513,340,2024-06-10,1965
514,340,2024-01-11,1965
515,440,2025-01-12,1965
516,480,2024-09-25,1973
517,999,2024-11-11,1976
518,4999,2024-10-08,1979
519,530,2024-09-21,1980
520,,2025-01-14,1982
521,1499,2024-10-07,1982
522,530,2023-09-28,1985
523,380,2024-06-11,1985
524,410,2024-01-06,1985
525,360,2025-01-17,1985
526,599,2024-10-04,1988
527,599,2024-10-07,1991
528,480,2024-09-25,1999
529,999,2024-11-09,2015
530,99,2024-12-17,2027
531,480,2024-09-25,2027
532,599,2024-10-05,2040
533,1499,2024-10-09,2045
534,530,2023-09-28,2045
535,380,2024-06-08,2045
536,410,2024-01-11,2045
537,360,2025-01-17,2045
538,510,2024-09-23,2050
539,510,2024-09-22,2061
540,,2025-01-14,2064
541,480,2023-09-28,2064
542,340,2024-06-09,2064
543,340,2024-01-14,2064
544,440,2025-01-13,2064
545,510,2024-09-26,2066
546,480,2023-09-26,2077
547,340,2024-06-15,2077
548,340,2024-01-08,2077
549,440,2025-01-09,2077
550,480,2023-09-26,2082
551,340,2024-06-15,2082
552,340,2024-01-07,2082
553,,2025-01-14,2082
554,1499,2024-10-10,2083
555,99,2025-01-07,2088
556,480,2024-09-22,2088
557,480,2024-09-26,2091
558,510,2023-09-30,2092
559,320,2024-06-08,2092
560,300,2024-01-09,2092
561,430,2025-01-16,2092
562,510,2024-09-28,2099
563,,2025-01-14,2100
564,520,2023-09-24,2114
565,320,2024-01-17,2114
566,340,2025-01-18,2114
567,420,2024-06-07,2114
568,430,2024-01-09,2114
569,350,2025-01-10,2114
570,1499,2024-10-02,2117
571,520,2023-09-29,2120
572,420,2024-06-06,2120
573,430,2024-01-12,2120
574,350,2025-01-10,2120
575,29.99,2025-01-13,2126
576,149,2024-12-31,2129
577,99,2025-01-09,2131
578,,2025-01-14,2132
579,,2025-01-14,2139
580,29.99,2025-01-11,2140
581,29.99,2025-01-11,2142
582,510,2023-09-24,2148
583,320,2024-06-12,2148
584,300,2024-01-06,2148
585,430,2025-01-15,2148
586,530,2023-09-30,2153
587,380,2024-06-07,2153
588,410,2024-01-13,2153
589,360,2025-01-16,2153
590,,2025-01-14,2154
591,520,2023-09-21,2154
592,420,2024-06-12,2154
593,430,2024-01-13,2154
594,350,2025-01-10,2154
595,480,2023-09-26,2155
596,390,2024-06-15,2155
597,320,2024-01-17,2155
598,340,2025-01-10,2155
599,480,2024-09-25,2157
600,530,2024-09-29,2167
601,340,2024-01-16,2167
602,,2025-01-14,2167
603,99,2024-12-30,2175
604,149,2025-01-04,2176
605,530,2024-09-23,2184
606,510,2023-09-26,2185
607,320,2024-06-11,2185
608,300,2024-01-13,2185
609,430,2025-01-12,2185
610,,2025-01-14,2186
611,99,2025-01-02,2196
612,530,2024-09-23,2199
613,,2025-01-14,2208
614,530,2023-09-29,2208
615,340,2024-06-17,2208
616,340,2024-01-09,2208
617,440,2025-01-09,2208
618,420,2024-06-12,2208
619,430,2024-01-18,2208
620,350,2025-01-10,2208
621,520,2023-09-29,2208
622,340,2024-06-18,2208
623,340,2024-01-07,2208
624,440,2025-01-08,2208
625,420,2024-06-09,2208
626,430,2024-01-10,2208
627,,2025-01-14,2208
628,510,2023-09-28,2214
629,320,2024-06-08,2214
630,300,2024-01-15,2214
631,430,2025-01-13,2214
632,,2025-01-14,2215
633,599,2024-09-30,2215
634,520,2024-09-21,2226
635,999,2024-11-08,2235
636,480,2023-09-23,2235
637,340,2024-06-15,2235
638,340,2024-01-14,2235
639,440,2025-01-11,2235
640,480,2024-09-22,2238
641,999,2024-11-07,2245
642,4999,2024-10-06,2245
643,480,2023-09-28,2245
644,390,2024-06-12,2245
645,320,2024-01-14,2245
646,340,2025-01-08,2245
647,,2025-01-14,2255
648,,2025-01-14,2256
649,510,2024-09-21,2268
650,510,2023-09-29,2269
651,320,2024-06-12,2269
652,300,2024-01-14,2269
653,430,2025-01-16,2269
654,520,2023-09-29,2275
655,420,2024-06-15,2275
656,430,2024-01-11,2275
657,350,2025-01-12,2275
658,480,2024-09-22,2280
659,480,2023-09-26,2300
660,340,2024-06-07,2300
661,340,2024-01-15,2300
662,440,2025-01-15,2300
663,520,2024-09-21,2303
664,99,2025-01-10,2310
665,480,2024-09-29,2310
666,599,2024-10-06,2313
667,530,2023-09-24,2323
668,380,2024-06-15,2323
669,410,2024-01-06,2323
670,,2025-01-14,2323
671,,2025-01-14,2325
672,599,2024-10-02,2325
673,530,2024-09-26,2334
674,480,2024-09-23,2336
675,1499,2024-10-07,2339
676,1499,2024-10-11,2340
677,480,2023-09-26,2344
678,340,2024-06-13,2344
679,340,2024-01-13,2344
680,440,2025-01-08,2344
681,,2025-01-14,2350
682,510,2024-09-30,2352
683,520,2023-09-30,2357
684,420,2024-06-07,2357
685,430,2024-01-16,2357
686,350,2025-01-15,2357
687,999,2024-11-13,2367
688,149,2024-12-15,2374
689,99,2025-01-05,2376
690,480,2023-09-29,2376
691,340,2024-06-13,2376
692,340,2024-01-10,2376
693,440,2025-01-08,2376
694,149,2024-12-26,2378
695,,2025-01-14,2382
696,480,2023-09-26,2385
697,340,2024-06-11,2385
698,340,2024-01-13,2385
699,440,2025-01-17,2385
700,,2025-01-14,2388
701,1499,2024-10-11,2389
702,510,2023-09-26,2392
703,320,2024-06-13,2392
704,300,2024-01-13,2392
705,430,2025-01-17,2392
706,480,2023-09-28,2398
707,340,2024-06-12,2398
708,340,2024-01-10,2398
709,440,2025-01-15,2398
710,999,2024-11-12,2403
711,1499,2024-10-04,2404
712,530,2024-09-23,2407
713,4999,2024-10-04,2416
714,1499,2024-10-07,2419
715,480,2023-09-30,2424
716,340,2024-06-15,2424
717,340,2024-01-10,2424
718,440,2025-01-11,2424
719,480,2024-09-24,2428
720,,2025-01-14,2430
721,,2025-01-14,2430
722,599,2024-10-01,2432
723,480,2023-09-24,2433
724,340,2024-06-10,2433
725,340,2024-01-14,2433
726,440,2025-01-06,2433
727,99,2024-12-28,2442
728,480,2023-09-29,2446
729,390,2024-06-16,2446
730,320,2024-01-08,2446
731,340,2025-01-16,2446
732,520,2023-09-22,2450
733,390,2024-06-08,2450
734,320,2024-01-14,2450
735,340,2025-01-16,2450
736,520,2024-09-28,2450
737,390,2024-06-12,2450
738,320,2024-01-10,2450
739,340,2025-01-13,2450
740,999,2024-11-09,2457
741,480,2024-09-26,2458
742,470,2024-09-26,2459
743,390,2024-06-07,2459
744,320,2024-01-14,2459
745,340,2025-01-18,2459
746,480,2023-09-26,2459
747,390,2024-06-15,2459
748,320,2024-01-06,2459
749,,2025-01-14,2459
750,,2025-01-14,2462
751,510,2023-09-21,2468
752,320,2024-06-15,2468
753,300,2024-01-14,2468
754,430,2025-01-09,2468
755,149,2025-01-13,2479
756,999,2024-11-10,2479
757,480,2024-09-26,2483
758,520,2024-09-23,2484
759,999,2024-11-07,2496
760,149,2024-12-16,2497
761,520,2023-09-30,2499
762,420,2024-06-09,2499
763,430,2024-01-13,2499
764,350,2025-01-09,2499
765,99,2025-01-13,2504
766,520,2023-09-28,2510
767,420,2024-06-12,2510
768,430,2024-01-18,2510
769,350,2025-01-13,2510
770,480,2023-09-22,2511
771,340,2024-06-08,2511
772,340,2024-01-16,2511
773,440,2025-01-15,2511
774,510,2023-09-30,2513
775,320,2024-06-18,2513
776,300,2024-01-08,2513
777,430,2025-01-15,2513
778,530,2024-09-27,2521
779,999,2024-11-07,2525
780,1499,2024-10-11,2529
781,,2025-01-14,2534
782,480,2023-09-26,2534
783,340,2024-06-10,2534
784,340,2024-01-12,2534
785,440,2025-01-18,2534
786,4999,2024-10-08,2536
787,149,2025-01-10,2550
788,480,2023-09-27,2552
789,390,2024-06-15,2552
790,320,2024-01-12,2552
791,340,2025-01-06,2552
792,99,2024-12-17,2553
793,,2025-01-14,2554
794,1499,2024-10-02,2554
795,999,2024-11-06,2556
796,149,2025-01-02,2557
797,480,2023-09-25,2557
798,390,2024-06-06,2557
799,320,2024-01-09,2557
800,340,2025-01-06,2557
801,520,2024-09-28,2562
802,,2025-01-14,2573
803,,2025-01-14,2577
804,520,2023-09-27,2580
805,420,2024-06-12,2580
806,430,2024-01-18,2580
807,350,2025-01-17,2580
808,149,2024-12-18,2582
809,490,2023-09-28,2584
810,340,2024-06-10,2584
811,340,2024-01-06,2584
812,440,2025-01-12,2584
813,480,2024-09-22,2584
814,340,2024-06-11,2584
815,340,2024-01-16,2584
816,440,2025-01-12,2584
817,530,2023-09-21,2589
818,380,2024-06-17,2589
819,410,2024-01-11,2589
820,360,2025-01-13,2589
821,,2025-01-14,2590
822,530,2023-09-25,2590
823,380,2024-06-06,2590
824,410,2024-01-11,2590
825,360,2025-01-15,2590
826,,2025-01-14,2592
827,599,2024-10-03,2592
828,599,2024-10-05,2600
829,99,2025-01-11,2604
830,,2025-01-14,2605
831,1499,2024-10-11,2613
832,480,2024-09-22,2613
833,480,2024-09-27,2616
834,99,2025-01-12,2622
835,520,2023-09-29,2624
836,420,2024-06-16,2624
837,430,2024-01-18,2624
838,350,2025-01-13,2624
839,,2025-01-14,2628
840,1499,2024-10-10,2628
841,149,2025-01-13,2632
842,480,2023-09-21,2633
843,390,2024-06-15,2633
844,320,2024-01-16,2633
845,,2025-01-14,2633
846,,2025-01-14,2637
847,1499,2024-10-07,2654
848,,2025-01-14,2665
849,,2025-01-14,2667
850,,2025-01-14,2674
851,599,2024-10-03,2675
852,510,2024-09-27,2675
853,1499,2024-10-07,2678
854,,2025-01-14,2683
855,510,2023-09-28,2684
856,320,2024-06-10,2684
857,300,2024-01-14,2684
858,430,2025-01-18,2684
859,480,2023-09-30,2686
860,390,2024-06-07,2686
861,320,2024-01-18,2686
862,340,2025-01-07,2686
863,4999,2024-10-09,2690
864,510,2023-09-23,2690
865,320,2024-06-11,2690
866,300,2024-01-07,2690
867,430,2025-01-10,2690
868,999,2024-11-09,2691
869,99,2024-12-25,2696
870,599,2024-10-07,2698
871,510,2023-09-30,2699
872,320,2024-06-06,2699
873,300,2024-01-18,2699
874,430,2025-01-18,2699
875,4999,2024-10-03,2707
876,480,2024-09-21,2708
877,999,2024-11-10,2711
878,99,2025-01-10,2713
879,480,2024-09-22,2715
880,,2025-01-14,2721
881,480,2024-09-28,2721
882,430,2024-01-18,2721
883,350,2025-01-12,2721
884,149,2025-01-03,2724
885,1499,2024-10-10,2727
886,1499,2024-10-04,2734
887,520,2024-09-25,2738
888,149,2025-01-05,2743
889,510,2023-09-28,2754
890,320,2024-06-07,2754
891,300,2024-01-10,2754
892,430,2025-01-09,2754
893,530,2023-09-28,2755
894,380,2024-06-18,2755
895,410,2024-01-13,2755
896,360,2025-01-17,2755
897,480,2024-09-22,2757
898,,2025-01-14,2760
899,530,2024-09-23,2761
900,480,2023-09-22,2766
901,340,2024-06-10,2766
902,340,2024-01-14,2766
903,,2025-01-14,2766
904,500,2023-09-23,2769
905,390,2024-06-09,2769
906,320,2024-01-12,2769
907,340,2025-01-06,2769
908,320,2024-06-06,2769
909,300,2024-01-09,2769
910,430,2025-01-12,2769
911,510,2023-09-23,2769
912,390,2024-06-11,2769
913,320,2024-01-17,2769
914,340,2025-01-10,2769
915,320,2024-06-07,2769
916,300,2024-01-10,2769
917,430,2025-01-17,2769
918,480,2024-09-24,2774
919,520,2023-09-23,2776
920,420,2024-06-06,2776
921,430,2024-01-10,2776
922,350,2025-01-08,2776
923,599,2024-10-03,2777
924,500,2024-09-25,2778
925,320,2024-06-14,2778
926,300,2024-01-12,2778
927,430,2025-01-13,2778
928,510,2023-09-30,2778
929,320,2024-06-08,2778
930,300,2024-01-15,2778
931,430,2025-01-15,2778
932,,2025-01-14,2781
933,1499,2024-10-07,2783
934,1499,2024-10-03,2787
935,,2025-01-14,2792
936,520,2024-09-21,2792
937,320,2024-01-07,2792
938,340,2025-01-15,2792
939,480,2024-09-23,2793
940,999,2024-11-12,2795
941,599,2024-10-06,2808
942,999,2024-11-12,2808
943,530,2024-09-26,2808
944,,2025-01-14,2814
945,4999,2024-09-30,2823
946,530,2023-09-28,2823
947,380,2024-06-10,2823
948,410,2024-01-18,2823
949,,2025-01-14,2823
950,,2025-01-14,2825
951,530,2024-09-22,2826
952,599,2024-10-05,2827
953,149,2025-01-13,2830
954,4999,2024-10-08,2830
955,520,2024-09-21,2832
956,480,2023-09-28,2836
957,390,2024-06-15,2836
958,320,2024-01-09,2836
959,340,2025-01-10,2836
960,480,2023-09-25,2842
961,340,2024-06-11,2842
962,340,2024-01-12,2842
963,440,2025-01-07,2842
964,599,2024-10-07,2843
965,99,2025-01-04,2845
966,,2025-01-14,2847
967,480,2023-09-26,2848
968,340,2024-06-17,2848
969,340,2024-01-07,2848
970,440,2025-01-18,2848
971,1499,2024-10-10,2855
972,1499,2024-10-07,2857
973,480,2023-09-27,2859
974,390,2024-06-13,2859
975,320,2024-01-15,2859
976,340,2025-01-10,2859
977,,2025-01-14,2861
978,599,2024-10-02,2863
979,510,2024-09-23,2868
980,480,2023-09-28,2871
981,390,2024-06-10,2871
982,320,2024-01-13,2871
983,340,2025-01-09,2871
984,99,2025-01-06,2875
985,999,2024-11-06,2880
986,480,2023-09-26,2884
987,340,2024-06-11,2884
988,340,2024-01-06,2884
989,440,2025-01-15,2884
990,,2025-01-14,2885
991,520,2023-09-27,2886
992,420,2024-06-10,2886
993,430,2024-01-16,2886
994,,2025-01-14,2886
995,,2025-01-14,2892
996,520,2024-09-29,2895
997,,2025-01-14,2896
998,510,2024-09-22,2896
999,,2025-01-14,2897
1000,99,2024-12-19,2898
1001,4999,2024-10-07,2898
