3,5436,2024-10-24
12,5569,2024-02-22
17,5569,2024-10-15
18,3921,2024-03-17
14,1430,2023-11-10
14,3647,2023-11-01
10,2570,2024-11-06
5,5286,2024-11-09
3,3327,2024-10-30
36,1481,2023-11-17
55,1481,2024-03-05
40,2032,2024-10-12
2,5852,2023-10-23
17,3931,2024-10-24
1,3883,2023-11-11
15,1459,2024-10-15
